#METADATA SECTION 
#Type = Measurement 
#Mobile = false 
#Owner = VIRTUAL 
#Phenomenon = waterlevel 
#Phenomenon_Unit = cm 
#Sensor_no = 7

#unique_id longitude latitude status 
#GAUGING_STATION_501010 13.07529 47.76587 true
#GAUGING_STATION_501040 13.07547 47.77746 true
#GAUGING_STATION_550100 13.08130 47.74204 true 
#GAUGING_STATION_550190 13.07650 47.76022 true 
#GAUGING_STATION_550302 13.08156 47.71652 true 
#GAUGING_STATION_550490 13.07572 47.77458 true
#GAUGING_STATION_550620 13.07375 47.78594 true

#unique_id timestamp longitude latitude waterlevel
GAUGING_STATION_550490 372400 13.07572 47.77458 68.0
GAUGING_STATION_501040 380400 13.07547 47.77746 514.0
GAUGING_STATION_501010 380650 13.07529 47.76587 713.0
GAUGING_STATION_550190 380900 13.07650 47.76022 141.0
GAUGING_STATION_550100 381150 13.08130 47.74204 70.0
GAUGING_STATION_550302 381400 13.08156 47.71652 68.0
GAUGING_STATION_550620 382150 13.07375 47.78594 107.0
GAUGING_STATION_550490 382400 13.07572 47.77458 66.0
GAUGING_STATION_501040 390400 13.07547 47.77746 512.0
GAUGING_STATION_501010 390650 13.07529 47.76587 718.0
GAUGING_STATION_550190 390900 13.07650 47.76022 143.0
GAUGING_STATION_550100 391150 13.08130 47.74204 74.0
GAUGING_STATION_550302 391400 13.08156 47.71652 65.0
GAUGING_STATION_550620 392150 13.07375 47.78594 107.0
GAUGING_STATION_550490 392400 13.07572 47.77458 65.0
GAUGING_STATION_501040 400400 13.07547 47.77746 511.0
GAUGING_STATION_501010 400650 13.07529 47.76587 723.0
GAUGING_STATION_550190 400900 13.07650 47.76022 150.0
GAUGING_STATION_550100 401150 13.08130 47.74204 77.0
GAUGING_STATION_550302 401400 13.08156 47.71652 66.0
GAUGING_STATION_550620 402150 13.07375 47.78594 106.0
GAUGING_STATION_550490 402400 13.07572 47.77458 65.0
GAUGING_STATION_501040 410400 13.07547 47.77746 510.0
GAUGING_STATION_501010 410650 13.07529 47.76587 729.0
GAUGING_STATION_550190 410900 13.07650 47.76022 161.0
GAUGING_STATION_550100 411150 13.08130 47.74204 77.0
GAUGING_STATION_550302 411400 13.08156 47.71652 68.0
GAUGING_STATION_550620 412150 13.07375 47.78594 106.0
GAUGING_STATION_550490 412400 13.07572 47.77458 67.0
GAUGING_STATION_501040 420400 13.07547 47.77746 508.0
GAUGING_STATION_501010 420650 13.07529 47.76587 736.0
GAUGING_STATION_550190 420900 13.07650 47.76022 169.0
GAUGING_STATION_550100 421150 13.08130 47.74204 76.0
GAUGING_STATION_550302 421400 13.08156 47.71652 78.0
GAUGING_STATION_550620 422150 13.07375 47.78594 105.0
GAUGING_STATION_550490 422400 13.07572 47.77458 67.0
GAUGING_STATION_501040 430400 13.07547 47.77746 505.0
GAUGING_STATION_501010 430650 13.07529 47.76587 742.0
GAUGING_STATION_550190 430900 13.07650 47.76022 171.0
GAUGING_STATION_550100 431150 13.08130 47.74204 75.0
GAUGING_STATION_550302 431400 13.08156 47.71652 88.0
GAUGING_STATION_550620 432150 13.07375 47.78594 101.0
GAUGING_STATION_550490 432400 13.07572 47.77458 68.0
GAUGING_STATION_501040 440400 13.07547 47.77746 501.0
GAUGING_STATION_501010 440650 13.07529 47.76587 751.0
GAUGING_STATION_550190 440900 13.07650 47.76022 170.0
GAUGING_STATION_550100 441150 13.08130 47.74204 74.0
GAUGING_STATION_550302 441400 13.08156 47.71652 92.0
GAUGING_STATION_550620 442150 13.07375 47.78594 111.0
GAUGING_STATION_550490 442400 13.07572 47.77458 66.0
GAUGING_STATION_501040 450400 13.07547 47.77746 496.0
GAUGING_STATION_501010 450650 13.07529 47.76587 759.0
GAUGING_STATION_550190 450900 13.07650 47.76022 164.0
GAUGING_STATION_550100 451150 13.08130 47.74204 72.0
GAUGING_STATION_550302 451400 13.08156 47.71652 90.0
GAUGING_STATION_550620 452150 13.07375 47.78594 110.0
GAUGING_STATION_550490 452400 13.07572 47.77458 64.0
GAUGING_STATION_501040 460400 13.07547 47.77746 478.0
GAUGING_STATION_501010 460650 13.07529 47.76587 766.0
GAUGING_STATION_550190 460900 13.07650 47.76022 157.0
GAUGING_STATION_550100 461150 13.08130 47.74204 70.0
GAUGING_STATION_550302 461400 13.08156 47.71652 86.0
GAUGING_STATION_550620 462150 13.07375 47.78594 112.0
GAUGING_STATION_550490 462400 13.07572 47.77458 62.0
GAUGING_STATION_501040 470400 13.07547 47.77746 474.0
GAUGING_STATION_501010 470650 13.07529 47.76587 771.0
GAUGING_STATION_550190 470900 13.07650 47.76022 152.0
GAUGING_STATION_550100 471150 13.08130 47.74204 69.0
GAUGING_STATION_550302 471400 13.08156 47.71652 82.0
GAUGING_STATION_550620 472150 13.07375 47.78594 113.0
GAUGING_STATION_550490 472400 13.07572 47.77458 61.0
GAUGING_STATION_501040 480400 13.07547 47.77746 470.0
GAUGING_STATION_501010 480650 13.07529 47.76587 776.0
GAUGING_STATION_550190 480900 13.07650 47.76022 147.0
GAUGING_STATION_550100 481150 13.08130 47.74204 69.0
GAUGING_STATION_550302 481400 13.08156 47.71652 81.0
GAUGING_STATION_550620 482150 13.07375 47.78594 113.0
GAUGING_STATION_550490 482400 13.07572 47.77458 60.0
GAUGING_STATION_501040 490400 13.07547 47.77746 465.0
GAUGING_STATION_501010 490650 13.07529 47.76587 781.0
GAUGING_STATION_550190 490900 13.07650 47.76022 144.0
GAUGING_STATION_550100 491150 13.08130 47.74204 72.0
GAUGING_STATION_550302 491400 13.08156 47.71652 86.0
GAUGING_STATION_550620 492150 13.07375 47.78594 112.0
GAUGING_STATION_550490 492400 13.07572 47.77458 59.0
