#METADATA SECTION
#Type = Observation
#Mobile = false
#Owner = VIRTUAL
#Phenomenon = [humidity,precipitation,winddirection,temperature,pressure,windspeed]
#Phenomenon_Unit = [%,mm/m²,°,°C,hPa,m/s]
#Sensor_no = 4

#unique_id longitude latitude status
#WEATHER_STATION_71 13.05701 47.75000 true
#WEATHER_STATION_85 13.09503 47.76812 true
#WEATHER_STATION_131 13.11177 47.72368 true
#WEATHER_STATION_132 13.09435 47.78825 true

#unique_id timestamp longitude latitude humidity precipitation winddirection temperature pressure windspeed
WEATHER_STATION_132 265200 13.09435 47.78825 90 38.7 270.0 14.9 1017.6 6.6
WEATHER_STATION_85 273400 13.09503 47.76812 97 26.2 292.5 16.0 1016.7 0.0
WEATHER_STATION_71 274000 13.05701 47.75000 99 8.8 270.0 15.8 1015.3 4.8
WEATHER_STATION_131 274600 13.11177 47.72368 96 30.9 270.0 17.2 1014.0 9.7
WEATHER_STATION_132 275200 13.09435 47.78825 89 38.7 315.0 15.2 1017.4 8.1
WEATHER_STATION_85 283400 13.09503 47.76812 97 27.0 315.0 15.9 1017.0 0.1
WEATHER_STATION_71 284000 13.05701 47.75000 99 8.8 270.0 16.0 1015.4 3.2
WEATHER_STATION_131 284600 13.11177 47.72368 94 30.9 315.0 17.5 1014.5 13.3
WEATHER_STATION_132 285200 13.09435 47.78825 88 39.6 292.5 15.3 1017.4 9.5
WEATHER_STATION_85 293400 13.09503 47.76812 97 27.6 270.0 15.9 1017.0 0.0
WEATHER_STATION_71 294000 13.05701 47.75000 98 8.8 225.0 16.2 1015.4 3.2
WEATHER_STATION_131 294600 13.11177 47.72368 93 30.9 315.0 17.3 1014.3 14.8
WEATHER_STATION_132 295200 13.09435 47.78825 88 39.6 292.5 15.6 1017.8 6.4
WEATHER_STATION_85 303400 13.09503 47.76812 97 28.0 270.0 16.3 1017.1 0.0
WEATHER_STATION_71 304000 13.05701 47.75000 98 8.8 245.0 16.2 1015.3 1.6
WEATHER_STATION_131 304600 13.11177 47.72368 93 30.9 270.0 17.2 1014.6 9.7
WEATHER_STATION_132 305200 13.09435 47.78825 86 39.6 292.5 15.9 1018.0 6.8
WEATHER_STATION_85 313400 13.09503 47.76812 96 28.2 157.5 16.3 1017.1 0.0
WEATHER_STATION_71 314000 13.05701 47.75000 98 8.8 270.0 16.4 1015.2 3.2
WEATHER_STATION_131 314600 13.11177 47.72368 93 30.9 270.0 16.8 1014.6 8.6
WEATHER_STATION_132 315200 13.09435 47.78825 86 39.6 315.0 15.8 1017.9 8.9
WEATHER_STATION_85 323400 13.09503 47.76812 96 28.2 225.0 16.6 1017.3 0.0
WEATHER_STATION_71 324000 13.05701 47.75000 97 8.8 270.0 16.3 1015.3 3.2
WEATHER_STATION_131 324600 13.11177 47.72368 93 30.9 270.0 16.8 1014.6 7.2
WEATHER_STATION_132 325200 13.09435 47.78825 86 39.6 292.5 15.7 1018.1 8.9
WEATHER_STATION_85 333400 13.09503 47.76812 96 28.2 225.0 16.8 1017.2 0.0
WEATHER_STATION_71 334000 13.05701 47.75000 97 8.8 270.0 16.4 1015.4 1.6
WEATHER_STATION_131 334600 13.11177 47.72368 92 30.9 270.0 17.5 1014.6 8.6
WEATHER_STATION_132 335200 13.09435 47.78825 87 39.6 245.0 15.4 1018.1 7.7
WEATHER_STATION_85 343400 13.09503 47.76812 95 28.2 180.0 17.1 1017.5 0.1
WEATHER_STATION_71 344000 13.05701 47.75000 97 8.8 270.0 16.4 1015.4 1.6
WEATHER_STATION_131 344600 13.11177 47.72368 91 32.7 270.0 17.9 1014.5 8.3
WEATHER_STATION_132 345200 13.09435 47.78825 87 39.6 245.0 15.0 1018.1 9.8
WEATHER_STATION_85 353400 13.09503 47.76812 95 28.4 180.0 16.7 1017.6 0.0
WEATHER_STATION_71 354000 13.05701 47.75000 97 8.8 270.0 16.4 1015.5 1.6
WEATHER_STATION_131 354600 13.11177 47.72368 89 32.7 270.0 18.1 1014.5 8.3
WEATHER_STATION_132 355200 13.09435 47.78825 87 39.6 245.0 15.0 1018.2 9.7
WEATHER_STATION_85 363400 13.09503 47.76812 96 28.6 245.0 16.7 1017.9 0.0
WEATHER_STATION_71 364000 13.05701 47.75000 97 9.4 270.0 16.1 1015.9 1.6
WEATHER_STATION_131 364600 13.11177 47.72368 88 30.9 270.0 17.6 1014.9 5.0
WEATHER_STATION_132 365200 13.09435 47.78825 87 39.6 245.0 15.3 1018.2 8.1
WEATHER_STATION_85 373400 13.09503 47.76812 96 28.6 225.0 16.8 1017.8 0.8
WEATHER_STATION_71 374000 13.05701 47.75000 94 9.4 22.5 15.6 1016.0 1.6
WEATHER_STATION_131 374600 13.11177 47.72368 89 30.9 293.0 17.4 1014.9 6.1
WEATHER_STATION_132 375200 13.09435 47.78825 86 39.6 270.0 15.1 1018.1 9.7
WEATHER_STATION_85 383400 13.09503 47.76812 96 28.6 225.0 17.0 1017.9 0.0
WEATHER_STATION_71 384000 13.05701 47.75000 95 10.0 22.5 15.1 1016.1 0.0
WEATHER_STATION_131 384600 13.11177 47.72368 91 33.9 315.0 16.8 1015.1 7.2
WEATHER_STATION_132 385200 13.09435 47.78825 87 39.6 292.5 15.0 1018.3 7.5
WEATHER_STATION_85 393400 13.09503 47.76812 96 34.0 112.5 15.8 1017.9 0.2
WEATHER_STATION_71 394000 13.05701 47.75000 97 10.4 22.5 14.9 1016.1 0.0
WEATHER_STATION_131 394600 13.11177 47.72368 93 33.0 270.0 16.2 1015.4 5.0
WEATHER_STATION_132 395200 13.09435 47.78825 87 39.6 292.5 15.1 1018.4 9.5
WEATHER_STATION_85 403400 13.09503 47.76812 96 35.0 225.0 15.8 1018.1 0.0
WEATHER_STATION_71 404000 13.05701 47.75000 98 10.4 22.5 14.8 1016.2 0.0
WEATHER_STATION_131 404600 13.11177 47.72368 94 35.1 270.0 15.9 1015.4 5.0
WEATHER_STATION_132 405200 13.09435 47.78825 88 39.6 245.0 15.0 1018.5 7.7
WEATHER_STATION_85 413400 13.09503 47.76812 96 35.0 225.0 16.1 1017.9 0.0
WEATHER_STATION_71 414000 13.05701 47.75000 98 10.4 22.5 14.7 1016.3 0.0
WEATHER_STATION_131 414600 13.11177 47.72368 95 33.3 270.0 15.8 1015.4 3.6
WEATHER_STATION_132 415200 13.09435 47.78825 87 39.6 292.5 14.7 1018.6 7.0
WEATHER_STATION_85 423400 13.09503 47.76812 96 35.0 225.0 16.3 1018.1 0.0
WEATHER_STATION_71 424000 13.05701 47.75000 99 10.4 22.5 14.8 1016.5 0.0
WEATHER_STATION_131 424600 13.11177 47.72368 95 35.1 270.0 15.8 1015.3 4.7
WEATHER_STATION_132 425200 13.09435 47.78825 88 39.6 270.0 14.5 1018.5 7.0
WEATHER_STATION_85 433400 13.09503 47.76812 96 35.0 225.0 16.4 1018.2 0.0
WEATHER_STATION_71 434000 13.05701 47.75000 99 10.4 22.5 14.7 1016.6 0.0
WEATHER_STATION_131 434600 13.11177 47.72368 96 33.3 270.0 15.8 1015.4 3.6
WEATHER_STATION_132 435200 13.09435 47.78825 89 40.4 292.5 14.5 1018.9 4.2
WEATHER_STATION_85 443400 13.09503 47.76812 97 35.2 225.0 16.5 1018.3 0.0
WEATHER_STATION_71 444000 13.05701 47.75000 99 10.4 22.5 14.7 1016.7 0.0
WEATHER_STATION_131 444600 13.11177 47.72368 96 33.3 315.0 15.7 1015.8 5.0
WEATHER_STATION_132 445200 13.09435 47.78825 89 40.4 292.5 14.4 1019.1 5.0
WEATHER_STATION_85 453400 13.09503 47.76812 97 35.6 225.0 16.5 1018.3 0.0
WEATHER_STATION_71 454000 13.05701 47.75000 99 10.4 22.5 14.6 1017.2 1.6
WEATHER_STATION_131 454600 13.11177 47.72368 96 33.3 315.0 15.8 1015.9 5.0
WEATHER_STATION_132 455200 13.09435 47.78825 89 40.4 292.5 14.5 1018.9 3.7
WEATHER_STATION_85 463400 13.09503 47.76812 97 35.6 225.0 16.4 1018.4 0.0
WEATHER_STATION_71 464000 13.05701 47.75000 99 10.4 22.5 14.4 1017.2 0.0
WEATHER_STATION_131 464600 13.11177 47.72368 96 33.3 270.0 15.7 1016.1 2.5
WEATHER_STATION_132 465200 13.09435 47.78825 89 40.4 292.5 14.2 1019.0 8.7
WEATHER_STATION_85 473400 13.09503 47.76812 97 35.8 225.0 16.3 1018.5 0.0
WEATHER_STATION_71 474000 13.05701 47.75000 99 10.4 22.5 14.4 1017.2 1.6
WEATHER_STATION_131 474600 13.11177 47.72368 96 33.3 180.0 15.5 1016.4 1.1
WEATHER_STATION_132 475200 13.09435 47.78825 89 41.2 292.5 14.1 1019.4 6.6
WEATHER_STATION_85 483400 13.09503 47.76812 96 36.0 225.0 15.8 1018.5 0.0
WEATHER_STATION_71 484000 13.05701 47.75000 100 10.4 337.5 14.1 1017.3 1.6
WEATHER_STATION_131 484600 13.11177 47.72368 97 33.3 225.0 15.3 1016.3 0.0
WEATHER_STATION_132 485200 13.09435 47.78825 89 41.2 270.0 13.9 1019.8 5.6
WEATHER_STATION_85 493400 13.09503 47.76812 96 36.0 225.0 15.3 1018.7 0.0
WEATHER_STATION_71 494000 13.05701 47.75000 100 10.4 337.5 14.1 1017.5 0.0
WEATHER_STATION_131 494600 13.11177 47.72368 97 33.3 270.0 15.2 1016.4 2.5
WEATHER_STATION_132 495200 13.09435 47.78825 89 41.2 292.5 13.8 1019.9 3.7
