#METADATA SECTION
#Type = Observation
#Mobile = false
#Owner = NKUA
#Phenomenon = [humidity,precipitation,winddirection,temperature,pressure,windspeed]
#Phenomenon_Unit = [%,mm/m²,°,°C,hPa,m/s]
#Sensor_no = 4

#unique_id longitude latitude status
#WEATHER_STATION_71 13.9167 51.1167 true
#WEATHER_STATION_85 13.9479 50.995 true
#WEATHER_STATION_131 14.15 51.2167 true
#WEATHER_STATION_132 14.6167 50.9333 true

#unique_id timestamp longitude latitude humidity precipitation winddirection temperature pressure windspeed
WEATHER_STATION_71 104000 13.9167 51.1167 100 4.4 225.0 14.7 1013.2 1.6
WEATHER_STATION_131 104600 14.15 51.2167 100 22.2 270.0 15.4 1012.7 6.1
WEATHER_STATION_132 105200 14.6167 50.9333 90 30.5 292.5 13.6 1016.1 7.0
WEATHER_STATION_85 113400 13.9479 50.995 97 12.4 292.5 15.3 1015.7 0.0
WEATHER_STATION_71 114000 13.9167 51.1167 100 4.6 225.0 14.8 1013.2 0.0
WEATHER_STATION_131 114600 14.15 51.2167 100 23.1 225.0 15.4 1012.4 0.0
WEATHER_STATION_132 115200 14.6167 50.9333 90 31.3 292.5 13.7 1016.3 8.9
WEATHER_STATION_85 123400 13.9479 50.995 97 12.6 292.5 15.2 1015.8 0.0
WEATHER_STATION_71 124000 13.9167 51.1167 100 4.8 225.0 15.1 1013.2 1.6
WEATHER_STATION_131 124600 14.15 51.2167 100 23.4 180.0 15.4 1012.5 1.1
WEATHER_STATION_132 125200 14.6167 50.9333 90 32.1 245.0 13.6 1016.4 8.5
WEATHER_STATION_85 133400 13.9479 50.995 97 13.0 292.5 15.1 1015.9 0.0
WEATHER_STATION_71 134000 13.9167 51.1167 100 5.0 225.0 15.1 1013.1 1.6
WEATHER_STATION_131 134600 14.15 51.2167 100 24.0 180.0 15.5 1012.5 1.1
WEATHER_STATION_132 135200 14.6167 50.9333 90 32.1 292.5 13.6 1016.3 7.1
WEATHER_STATION_85 143400 13.9479 50.995 97 13.4 292.5 15.1 1015.8 0.0
WEATHER_STATION_71 144000 13.9167 51.1167 100 5.2 225.0 15.1 1013.2 3.2
WEATHER_STATION_131 144600 14.15 51.2167 100 24.3 270.0 15.5 1012.5 3.6
WEATHER_STATION_132 145200 14.6167 50.9333 90 33.0 292.5 13.7 1016.2 5.4
WEATHER_STATION_85 153400 13.9479 50.995 97 13.6 292.5 15.1 1015.8 0.0
WEATHER_STATION_71 154000 13.9167 51.1167 100 6.2 245.0 14.9 1013.5 3.2
WEATHER_STATION_131 154600 14.15 51.2167 100 24.9 315.0 15.7 1012.5 2.5
WEATHER_STATION_132 155200 14.6167 50.9333 90 33.8 292.5 13.8 1016.1 6.8
WEATHER_STATION_85 163400 13.9479 50.995 97 14.0 292.5 15.2 1015.8 0.0
WEATHER_STATION_71 164000 13.9167 51.1167 100 6.4 270.0 15.1 1013.8 1.6
WEATHER_STATION_131 164600 14.15 51.2167 100 25.2 270.0 15.8 1012.6 6.1
WEATHER_STATION_132 165200 14.6167 50.9333 90 33.8 292.5 13.9 1016.4 5.0
WEATHER_STATION_85 173400 13.9479 50.995 97 14.6 292.5 15.2 1015.7 0.0
WEATHER_STATION_71 174000 13.9167 51.1167 100 6.8 245.0 15.1 1013.9 3.2
WEATHER_STATION_131 174600 14.15 51.2167 100 25.8 225.0 15.8 1012.9 5.0
WEATHER_STATION_132 175200 14.6167 50.9333 90 34.6 292.5 14.3 1016.2 3.7
WEATHER_STATION_85 183400 13.9479 50.995 97 15.0 292.5 15.3 1015.6 0.0
WEATHER_STATION_71 184000 13.9167 51.1167 100 8.0 225.0 15.1 1014.3 4.8
WEATHER_STATION_131 184600 14.15 51.2167 100 26.1 270.0 15.8 1013.0 4.7
WEATHER_STATION_132 185200 14.6167 50.9333 90 34.6 245.0 14.5 1016.4 4.2
WEATHER_STATION_85 193400 13.9479 50.995 97 15.0 292.5 15.6 1015.7 0.0
WEATHER_STATION_71 194000 13.9167 51.1167 100 8.2 245.0 15.0 1014.4 4.8
WEATHER_STATION_131 194600 14.15 51.2167 100 27.6 315.0 15.8 1013.4 5.0
WEATHER_STATION_132 195200 14.6167 50.9333 90 34.6 270.0 14.6 1016.5 7.3
WEATHER_STATION_85 203400 13.9479 50.995 97 15.4 292.5 15.7 1015.6 0.0
WEATHER_STATION_71 204000 13.9167 51.1167 100 8.4 245.0 14.9 1014.5 3.2
WEATHER_STATION_131 204600 14.15 51.2167 100 28.5 315.0 15.9 1013.4 11.2
WEATHER_STATION_132 205200 14.6167 50.9333 90 35.4 292.5 14.6 1016.6 8.3
WEATHER_STATION_85 213400 13.9479 50.995 97 15.4 292.5 15.7 1015.6 0.0
WEATHER_STATION_71 214000 13.9167 51.1167 100 8.8 245.0 14.9 1014.4 3.2
WEATHER_STATION_131 214600 14.15 51.2167 99 29.4 270.0 15.9 1013.6 6.1
WEATHER_STATION_132 215200 14.6167 50.9333 90 35.4 245.0 14.6 1016.9 6.8
WEATHER_STATION_85 223400 13.9479 50.995 97 15.8 292.5 16.0 1015.7 0.0
WEATHER_STATION_71 224000 13.9167 51.1167 100 8.8 245.0 15.1 1014.5 1.6
WEATHER_STATION_131 224600 14.15 51.2167 99 30.0 315.0 15.9 1013.9 8.6
WEATHER_STATION_132 225200 14.6167 50.9333 90 36.3 245.0 14.7 1017.2 6.6
WEATHER_STATION_85 233400 13.9479 50.995 97 16.0 292.5 16.0 1015.8 0.0
WEATHER_STATION_71 234000 13.9167 51.1167 100 8.8 245.0 15.2 1014.5 3.2
WEATHER_STATION_131 234600 14.15 51.2167 99 30.3 270.0 16.0 1013.9 6.1
WEATHER_STATION_132 235200 14.6167 50.9333 90 37.1 270.0 14.6 1016.9 7.1
WEATHER_STATION_85 243400 13.9479 50.995 97 22.4 292.5 16.1 1016.2 0.0
WEATHER_STATION_71 244000 13.9167 51.1167 100 8.8 245.0 15.3 1014.8 6.4
WEATHER_STATION_131 244600 14.15 51.2167 99 30.6 315.0 16.3 1013.8 5.0
WEATHER_STATION_132 245200 14.6167 50.9333 90 37.1 270.0 14.7 1017.2 6.8
WEATHER_STATION_85 253400 13.9479 50.995 97 24.6 0.0 15.9 1016.4 1.5
WEATHER_STATION_71 254000 13.9167 51.1167 100 8.8 245.0 15.6 1014.8 1.6
WEATHER_STATION_131 254600 14.15 51.2167 98 30.9 315.0 16.7 1013.7 7.2
WEATHER_STATION_132 255200 14.6167 50.9333 90 37.9 245.0 14.9 1017.6 5.2
WEATHER_STATION_85 263400 13.9479 50.995 97 25.6 202.5 15.9 1016.8 1.1
WEATHER_STATION_71 264000 13.9167 51.1167 100 8.8 245.0 15.8 1014.9 3.2
WEATHER_STATION_131 264600 14.15 51.2167 98 30.9 293.0 17.0 1014.0 9.7
WEATHER_STATION_132 265200 14.6167 50.9333 90 38.7 270.0 14.9 1017.6 6.6
WEATHER_STATION_85 273400 13.9479 50.995 97 26.2 292.5 16.0 1016.7 0.0
WEATHER_STATION_71 274000 13.9167 51.1167 99 8.8 270.0 15.8 1015.3 4.8
WEATHER_STATION_131 274600 14.15 51.2167 96 30.9 270.0 17.2 1014.0 9.7
WEATHER_STATION_132 275200 14.6167 50.9333 89 38.7 315.0 15.2 1017.4 8.1
WEATHER_STATION_85 283400 13.9479 50.995 97 27.0 315.0 15.9 1017.0 0.1
WEATHER_STATION_71 284000 13.9167 51.1167 99 8.8 270.0 16.0 1015.4 3.2
WEATHER_STATION_131 284600 14.15 51.2167 94 30.9 315.0 17.5 1014.5 13.3
WEATHER_STATION_132 285200 14.6167 50.9333 88 39.6 292.5 15.3 1017.4 9.5
WEATHER_STATION_85 293400 13.9479 50.995 97 27.6 270.0 15.9 1017.0 0.0
WEATHER_STATION_71 294000 13.9167 51.1167 98 8.8 225.0 16.2 1015.4 3.2
WEATHER_STATION_131 294600 14.15 51.2167 93 30.9 315.0 17.3 1014.3 14.8
WEATHER_STATION_132 295200 14.6167 50.9333 88 39.6 292.5 15.6 1017.8 6.4
WEATHER_STATION_85 303400 13.9479 50.995 97 28.0 270.0 16.3 1017.1 0.0
WEATHER_STATION_71 304000 13.9167 51.1167 98 8.8 245.0 16.2 1015.3 1.6
WEATHER_STATION_131 304600 14.15 51.2167 93 30.9 270.0 17.2 1014.6 9.7
WEATHER_STATION_132 305200 14.6167 50.9333 86 39.6 292.5 15.9 1018.0 6.8
WEATHER_STATION_85 313400 13.9479 50.995 96 28.2 157.5 16.3 1017.1 0.0
WEATHER_STATION_71 314000 13.9167 51.1167 98 8.8 270.0 16.4 1015.2 3.2
WEATHER_STATION_131 314600 14.15 51.2167 93 30.9 270.0 16.8 1014.6 8.6
WEATHER_STATION_132 315200 14.6167 50.9333 86 39.6 315.0 15.8 1017.9 8.9
WEATHER_STATION_85 323400 13.9479 50.995 96 28.2 225.0 16.6 1017.3 0.0
WEATHER_STATION_71 324000 13.9167 51.1167 97 8.8 270.0 16.3 1015.3 3.2
WEATHER_STATION_131 324600 14.15 51.2167 93 30.9 270.0 16.8 1014.6 7.2
WEATHER_STATION_132 325200 14.6167 50.9333 86 39.6 292.5 15.7 1018.1 8.9
WEATHER_STATION_85 333400 13.9479 50.995 96 28.2 225.0 16.8 1017.2 0.0
WEATHER_STATION_71 334000 13.9167 51.1167 97 8.8 270.0 16.4 1015.4 1.6
WEATHER_STATION_131 334600 14.15 51.2167 92 30.9 270.0 17.5 1014.6 8.6
WEATHER_STATION_132 335200 14.6167 50.9333 87 39.6 245.0 15.4 1018.1 7.7
WEATHER_STATION_85 343400 13.9479 50.995 95 28.2 180.0 17.1 1017.5 0.1
WEATHER_STATION_71 344000 13.9167 51.1167 97 8.8 270.0 16.4 1015.4 1.6
WEATHER_STATION_131 344600 14.15 51.2167 91 32.7 270.0 17.9 1014.5 8.3
WEATHER_STATION_132 345200 14.6167 50.9333 87 39.6 245.0 15.0 1018.1 9.8
WEATHER_STATION_85 353400 13.9479 50.995 95 28.4 180.0 16.7 1017.6 0.0
WEATHER_STATION_71 354000 13.9167 51.1167 97 8.8 270.0 16.4 1015.5 1.6
WEATHER_STATION_131 354600 14.15 51.2167 89 32.7 270.0 18.1 1014.5 8.3
WEATHER_STATION_132 355200 14.6167 50.9333 87 39.6 245.0 15.0 1018.2 9.7
WEATHER_STATION_85 363400 13.9479 50.995 96 28.6 245.0 16.7 1017.9 0.0
WEATHER_STATION_71 364000 13.9167 51.1167 97 9.4 270.0 16.1 1015.9 1.6
WEATHER_STATION_131 364600 14.15 51.2167 88 30.9 270.0 17.6 1014.9 5.0
WEATHER_STATION_132 365200 14.6167 50.9333 87 39.6 245.0 15.3 1018.2 8.1
WEATHER_STATION_85 373400 13.9479 50.995 96 28.6 225.0 16.8 1017.8 0.8
WEATHER_STATION_71 374000 13.9167 51.1167 94 9.4 22.5 15.6 1016.0 1.6
WEATHER_STATION_131 374600 14.15 51.2167 89 30.9 293.0 17.4 1014.9 6.1
WEATHER_STATION_132 375200 14.6167 50.9333 86 39.6 270.0 15.1 1018.1 9.7
WEATHER_STATION_85 383400 13.9479 50.995 96 28.6 225.0 17.0 1017.9 0.0
WEATHER_STATION_71 384000 13.9167 51.1167 95 10.0 22.5 15.1 1016.1 0.0
WEATHER_STATION_131 384600 14.15 51.2167 91 33.9 315.0 16.8 1015.1 7.2
WEATHER_STATION_132 385200 14.6167 50.9333 87 39.6 292.5 15.0 1018.3 7.5
WEATHER_STATION_85 393400 13.9479 50.995 96 34.0 112.5 15.8 1017.9 0.2
WEATHER_STATION_71 394000 13.9167 51.1167 97 10.4 22.5 14.9 1016.1 0.0
WEATHER_STATION_131 394600 14.15 51.2167 93 33.0 270.0 16.2 1015.4 5.0
WEATHER_STATION_132 395200 14.6167 50.9333 87 39.6 292.5 15.1 1018.4 9.5
WEATHER_STATION_85 403400 13.9479 50.995 96 35.0 225.0 15.8 1018.1 0.0
WEATHER_STATION_71 404000 13.9167 51.1167 98 10.4 22.5 14.8 1016.2 0.0
WEATHER_STATION_131 404600 14.15 51.2167 94 35.1 270.0 15.9 1015.4 5.0
WEATHER_STATION_132 405200 14.6167 50.9333 88 39.6 245.0 15.0 1018.5 7.7
WEATHER_STATION_85 413400 13.9479 50.995 96 35.0 225.0 16.1 1017.9 0.0
WEATHER_STATION_71 414000 13.9167 51.1167 98 10.4 22.5 14.7 1016.3 0.0
WEATHER_STATION_131 414600 14.15 51.2167 95 33.3 270.0 15.8 1015.4 3.6
WEATHER_STATION_132 415200 14.6167 50.9333 87 39.6 292.5 14.7 1018.6 7.0
WEATHER_STATION_85 423400 13.9479 50.995 96 35.0 225.0 16.3 1018.1 0.0
WEATHER_STATION_71 424000 13.9167 51.1167 99 10.4 22.5 14.8 1016.5 0.0
WEATHER_STATION_131 424600 14.15 51.2167 95 35.1 270.0 15.8 1015.3 4.7
WEATHER_STATION_132 425200 14.6167 50.9333 88 39.6 270.0 14.5 1018.5 7.0
WEATHER_STATION_85 433400 13.9479 50.995 96 35.0 225.0 16.4 1018.2 0.0
WEATHER_STATION_71 434000 13.9167 51.1167 99 10.4 22.5 14.7 1016.6 0.0
WEATHER_STATION_131 434600 14.15 51.2167 96 33.3 270.0 15.8 1015.4 3.6
WEATHER_STATION_132 435200 14.6167 50.9333 89 40.4 292.5 14.5 1018.9 4.2
WEATHER_STATION_85 443400 13.9479 50.995 97 35.2 225.0 16.5 1018.3 0.0
WEATHER_STATION_71 444000 13.9167 51.1167 99 10.4 22.5 14.7 1016.7 0.0
WEATHER_STATION_131 444600 14.15 51.2167 96 33.3 315.0 15.7 1015.8 5.0
WEATHER_STATION_132 445200 14.6167 50.9333 89 40.4 292.5 14.4 1019.1 5.0
WEATHER_STATION_85 453400 13.9479 50.995 97 35.6 225.0 16.5 1018.3 0.0
WEATHER_STATION_71 454000 13.9167 51.1167 99 10.4 22.5 14.6 1017.2 1.6
WEATHER_STATION_131 454600 14.15 51.2167 96 33.3 315.0 15.8 1015.9 5.0
WEATHER_STATION_132 455200 14.6167 50.9333 89 40.4 292.5 14.5 1018.9 3.7
WEATHER_STATION_85 463400 13.9479 50.995 97 35.6 225.0 16.4 1018.4 0.0
WEATHER_STATION_71 464000 13.9167 51.1167 99 10.4 22.5 14.4 1017.2 0.0
WEATHER_STATION_131 464600 14.15 51.2167 96 33.3 270.0 15.7 1016.1 2.5
WEATHER_STATION_132 465200 14.6167 50.9333 89 40.4 292.5 14.2 1019.0 8.7
WEATHER_STATION_85 473400 13.9479 50.995 97 35.8 225.0 16.3 1018.5 0.0
WEATHER_STATION_71 474000 13.9167 51.1167 99 10.4 22.5 14.4 1017.2 1.6
WEATHER_STATION_131 474600 14.15 51.2167 96 33.3 180.0 15.5 1016.4 1.1
WEATHER_STATION_132 475200 14.6167 50.9333 89 41.2 292.5 14.1 1019.4 6.6
WEATHER_STATION_85 483400 13.9479 50.995 96 36.0 225.0 15.8 1018.5 0.0
WEATHER_STATION_71 484000 13.9167 51.1167 100 10.4 337.5 14.1 1017.3 1.6
WEATHER_STATION_131 484600 14.15 51.2167 97 33.3 225.0 15.3 1016.3 0.0
WEATHER_STATION_132 485200 14.6167 50.9333 89 41.2 270.0 13.9 1019.8 5.6
WEATHER_STATION_85 493400 13.9479 50.995 96 36.0 225.0 15.3 1018.7 0.0
WEATHER_STATION_71 494000 13.9167 51.1167 100 10.4 337.5 14.1 1017.5 0.0
WEATHER_STATION_131 494600 14.15 51.2167 97 33.3 270.0 15.2 1016.4 2.5
WEATHER_STATION_132 495200 14.6167 50.9333 89 41.2 292.5 13.8 1019.9 3.7
