#METADATA SECTION
#Type = Observation
#Mobile = 0
#Owner = FLEXIT
#Phenomenon = [fire_alarm_status,CO2_measurement,estimated_building_damage,people_counter]
#Phenomenon_Unit = [boolean,ppm,%,integer]
#Sensor_no = 2

#unique_id longitude latitude status
#Evaggelismos_Hospital-001 23.748096 37.976905 true
#Flexit_Office-001 13.023300 47.793630 true

#unique_id timestamp longitude latitude fire_alarm_status CO2_measurement estimated_building_damage people_counter
Evaggelismos_Hospital-001 752000 23.748096 37.976905 0 0.0 0.0 547
Flexit_Office-001 767000 13.023300 47.793630 0 0.0 0.0 1193
Evaggelismos_Hospital-001 782000 23.748096 37.976905 0 0.0 0.0 405
Flexit_Office-001 797000 13.023300 47.793630 0 0.0 0.0 1206
Evaggelismos_Hospital-001 812000 23.748096 37.976905 0 0.0 0.0 572
Flexit_Office-001 827000 13.023300 47.793630 0 0.0 0.0 1328
Evaggelismos_Hospital-001 842000 23.748096 37.976905 0 0.0 0.0 657
Flexit_Office-001 857000 13.023300 47.793630 0 0.0 0.0 1250
Evaggelismos_Hospital-001 872000 23.748096 37.976905 0 0.0 0.0 366
Flexit_Office-001 887000 13.023300 47.793630 0 0.0 0.0 1334
Evaggelismos_Hospital-001 902000 23.748096 37.976905 0 0.0 0.0 598
Flexit_Office-001 917000 13.023300 47.793630 0 0.0 0.0 1335
Evaggelismos_Hospital-001 932000 23.748096 37.976905 0 0.0 0.0 667
Flexit_Office-001 947000 13.023300 47.793630 0 0.0 0.0 1297
Evaggelismos_Hospital-001 962000 23.748096 37.976905 0 0.0 0.0 327
Flexit_Office-001 977000 13.023300 47.793630 0 0.0 0.0 1272
Evaggelismos_Hospital-001 992000 23.748096 37.976905 0 0.0 0.0 553
Flexit_Office-001 1007000 13.023300 47.793630 0 0.0 0.0 1296
Evaggelismos_Hospital-001 1022000 23.748096 37.976905 0 0.0 0.0 751
Flexit_Office-001 1037000 13.023300 47.793630 0 0.0 0.0 1115
Evaggelismos_Hospital-001 1052000 23.748096 37.976905 0 0.0 0.0 412
Flexit_Office-001 1067000 13.023300 47.793630 0 0.0 0.0 1018
Evaggelismos_Hospital-001 1082000 23.748096 37.976905 0 0.0 0.0 537
Flexit_Office-001 1097000 13.023300 47.793630 0 0.0 0.0 1089
Evaggelismos_Hospital-001 1112000 23.748096 37.976905 0 0.0 0.0 837
Flexit_Office-001 1127000 13.023300 47.793630 0 0.0 0.0 1029
Evaggelismos_Hospital-001 1142000 23.748096 37.976905 0 0.0 0.0 452
Flexit_Office-001 1157000 13.023300 47.793630 0 0.0 0.0 1115
Evaggelismos_Hospital-001 1172000 23.748096 37.976905 0 0.0 0.0 462
Flexit_Office-001 1187000 13.023300 47.793630 0 0.0 0.0 1139
Evaggelismos_Hospital-001 1202000 23.748096 37.976905 0 0.0 0.0 861
Flexit_Office-001 1217000 13.023300 47.793630 0 0.0 0.0 1065
Evaggelismos_Hospital-001 1232000 23.748096 37.976905 0 0.0 0.0 528
Flexit_Office-001 1247000 13.023300 47.793630 0 0.0 0.0 1170
Evaggelismos_Hospital-001 1262000 23.748096 37.976905 0 0.0 0.0 495
Flexit_Office-001 1277000 13.023300 47.793630 0 0.0 0.0 1165
Evaggelismos_Hospital-001 1292000 23.748096 37.976905 0 0.0 0.0 565
Flexit_Office-001 1307000 13.023300 47.793630 0 0.0 0.0 1053
